Time;long;latti
4479;19,0157229;47,4631396
5085;19,0157139;47,4631343
5130;19,0157139;47,4631343
10528;19,015676879460667;47,46275078155192
10547;19,015676879460667;47,46275078155192
10599;19,015676879460667;47,46275078155192
10605;19,0156903;47,4628964
10607;19,0157139;47,4631343
10622;19,0157139;47,4631343
12554;19,015629034468777;47,462954161869774
12574;19,015629034468777;47,462954161869774
12577;19,015669;47,4629204
13522;19,015697702136286;47,46295871207767
13550;19,015697702136286;47,46295871207767
13573;19,0156842;47,4629414
14534;19,015697702136286;47,46295871207767
14572;19,0156899;47,462949
15567;19,015697702136286;47,46295871207767
20756;19,016006942453217;47,463085808444596
20765;19,016006942453217;47,463085808444596
20792;19,0157454;47,462977
21751;19,016006942453217;47,463085808444596
21780;19,0157933;47,4629972
22734;19,016006942453217;47,463085808444596
22773;19,0159883;47,4630782
23717;19,016006942453217;47,463085808444596
25923;19,0157107;47,4631762
25937;19,0157107;47,4631762
26775;19,016006942453217;47,463085808444596
37706;19,015962909990527;47,46289138757937
37734;19,015962909990527;47,46289138757937
37758;19,0159954;47,4630336
38731;19,015962909990527;47,46289138757937
38763;19,0159864;47,4629925
39726;19,015962909990527;47,46289138757937
39756;19,0159801;47,4629642
40726;19,015962909990527;47,46289138757937
40760;19,0159755;47,4629436
41757;19,015962909990527;47,46289138757937
41784;19,015972;47,4629283
42723;19,01593214355327;47,462708879836924
42728;19,01593214355327;47,462708879836924
42754;19,0159614;47,462868
44720;19,01593214355327;47,462708879836924
44746;19,0159483;47,4627941
45732;19,01593214355327;47,462708879836924
45771;19,015944;47,4627705
45870;19,015772;47,4623945
45898;19,0159418;47,4627586
45912;19,015772;47,4623945
46733;19,01593214355327;47,462708879836924
46752;19,0159393;47,4627452
47708;19,01593424077821;47,46251397619258
47737;19,01593424077821;47,46251397619258
47757;19,0159381;47,4626882
48725;19,01593424077821;47,46251397619258
48758;19,0159371;47,4626425
49707;19,01593424077821;47,46251397619258
49747;19,0159363;47,4626053
50735;19,01593424077821;47,46251397619258
50750;19,0159357;47,4625793
51731;19,01593424077821;47,46251397619258
51768;19,0159354;47,462565
52714;19,015912398044865;47,46232913868435
52738;19,015912398044865;47,46232913868435
52760;19,0159284;47,4624903
53729;19,015912398044865;47,46232913868435
53755;19,0159234;47,462438
54764;19,015912398044865;47,46232913868435
54792;19,0159203;47,4624063
55746;19,015912398044865;47,46232913868435
55772;19,0159177;47,4623794
56758;19,015912398044865;47,46232913868435
56782;19,0159156;47,4623587
57757;19,015896573050803;47,46211043889901
57772;19,015896573050803;47,46211043889901
57791;19,0159089;47,4622684
58771;19,015896573050803;47,46211043889901
58795;19,015904;47,4622037
59732;19,015896573050803;47,46211043889901
59774;19,015901;47,4621658
60746;19,015896573050803;47,46211043889901
60792;19,0158992;47,4621426
61742;19,01554979076475;47,4619302162695
61767;19,01554979076475;47,4619302162695
61789;19,0157602;47,4620745
62740;19,01541544004881;47,46192858002716
62760;19,01541544004881;47,46192858002716
62787;19,0155881;47,4620235
63770;19,015273681817767;47,46192871790935
63793;19,015273681817767;47,46192871790935
63817;19,0154057;47,461988
64752;19,01512409535655;47,461931996661754
64768;19,01512409535655;47,461931996661754
64790;19,0152261;47,4619656
65702;19,014967577737625;47,4619347338903
65723;19,014967577737625;47,4619347338903
65758;19,0150492;47,4619521
66221;19,0153752;47,4620767
66755;19,014824248044363;47,46193479104311
66759;19,014824248044363;47,46193479104311
66773;19,0148719;47,4619425
67731;19,01467908476187;47,46193007459791
67760;19,01467908476187;47,46193007459791
67791;19,0147122;47,4619358
68759;19,014545191879613;47,46192679394139
68797;19,014545191879613;47,46192679394139
68800;19,0145602;47,4619301
69721;19,01441838896475;47,46192570095
69731;19,01441838896475;47,46192570095
70713;19,014291504106435;47,461929880716326
70740;19,014291504106435;47,461929880716326
71719;19,01417848094866;47,46193772340121
71737;19,01417848094866;47,46193772340121
71761;19,014172;47,4619294
72750;19,014069826468273;47,4619414657449
72774;19,014069826468273;47,4619414657449
72800;19,0140561;47,4619327
73729;19,013962087345583;47,4619493837128
73745;19,013962087345583;47,4619493837128
73761;19,0139498;47,461938
74729;19,013846831499084;47,461976630600645
74755;19,013846831499084;47,461976630600645
74780;19,0138374;47,4619532
75749;19,013731531249746;47,4620053494398
75757;19,013731531249746;47,4620053494398
75772;19,0137203;47,4619774
76746;19,01360105551762;47,462042054174866
76761;19,01360105551762;47,462042054174866
76783;19,013598;47,4620098
77738;19,013456489023447;47,46208179946764
77756;19,013456489023447;47,46208179946764
77771;19,0134663;47,462051
78751;19,013312476269686;47,46213133288866
78755;19,013312476269686;47,46213133288866
78781;19,0133238;47,4621018
79736;19,013176892953815;47,46218914482485
79761;19,013176892953815;47,46218914482485
79785;19,0131875;47,4621534
80750;19,01305368283419;47,46225057181345
80769;19,01305368283419;47,46225057181345
80799;19,0130565;47,4622118
81730;19,012949781335504;47,462313273345366
81742;19,012949781335504;47,462313273345366
81763;19,0129408;47,4622776
82743;19,01286229804826;47,46238959285645
82772;19,01286229804826;47,46238959285645
82792;19,0128425;47,4623625
83726;19,01278969737428;47,462478074472614
83750;19,01278969737428;47,462478074472614
83779;19,0127627;47,4624512
84722;19,01273554672542;47,462564588434454
84746;19,01273554672542;47,462564588434454
84752;19,0126943;47,462539
85188;19,0129837;47,462041
85746;19,012704525353467;47,46265322491933
85751;19,012704525353467;47,46265322491933
85765;19,0126546;47,4626361
86738;19,01270226520371;47,462750502739425
86763;19,01270226520371;47,462750502739425
86783;19,0126459;47,4627396
87713;19,012718416158158;47,462844833532216
87747;19,012718416158158;47,462844833532216
87762;19,0126628;47,4628368
88746;19,01274583394058;47,462933047080384
88770;19,01274583394058;47,462933047080384
88774;19,0126902;47,46293
89744;19,01278907733208;47,463009120735364
89746;19,01278907733208;47,463009120735364
89780;19,01273;47,4630118
90708;19,012848129433042;47,46308380355569
90727;19,012848129433042;47,46308380355569
90753;19,0127955;47,4630873
91722;19,01292241092211;47,463159147258
91743;19,01292241092211;47,463159147258
91750;19,0128694;47,4631637
92711;19,01299908987957;47,463230308920465
92737;19,01299908987957;47,463230308920465
92773;19,0129597;47,4632348
93767;19,013083556951372;47,46330660891305
93793;19,013083556951372;47,46330660891305
93813;19,0130427;47,4633124
94717;19,01317413211537;47,463388674141775
94748;19,01317413211537;47,463388674141775
94774;19,0131384;47,4633887
95728;19,01327197843612;47,46347975205737
95742;19,01327197843612;47,46347975205737
95757;19,0132255;47,4634757
96745;19,013373727150423;47,46357416149001
96773;19,013373727150423;47,46357416149001
96791;19,013351;47,4635711
97746;19,013477045466992;47,46366970845521
97779;19,013477045466992;47,46366970845521
97782;19,0134627;47,4636667
98745;19,013575111962904;47,463764527368085
98769;19,013575111962904;47,463764527368085
99727;19,013663779051672;47,46385777499993
99745;19,013663779051672;47,46385777499993
100754;19,013746873662832;47,463946871188654
100782;19,013746873662832;47,463946871188654
101721;19,01382217647632;47,46403100533122
101746;19,01382217647632;47,46403100533122
102709;19,013892892636278;47,46411016296519
102737;19,013892892636278;47,46411016296519
103796;19,01396028289103;47,46418392572707
104712;19,014026517149215;47,46425311279326
104721;19,014026517149215;47,46425311279326
105707;19,014087675521882;47,46431910360907
105725;19,014087675521882;47,46431910360907
105941;19,0170935;47,4679425
106753;19,01414571911492;47,4643846414331
106779;19,01414571911492;47,4643846414331
107739;19,014202580606746;47,464448001888435
107760;19,014202580606746;47,464448001888435
108707;19,014259335850475;47,46450750025162
108708;19,014259335850475;47,46450750025162
109694;19,01431048456493;47,464561036730075
109723;19,01431048456493;47,464561036730075
110745;19,01435315488797;47,464606440756235
110770;19,01435315488797;47,464606440756235
111744;19,014389251775857;47,46464200633359
111770;19,014389251775857;47,46464200633359
111796;19,0143975;47,4646505
112741;19,01441365310199;47,46466616868157
112759;19,01441365310199;47,46466616868157
112784;19,0144235;47,4646764
113708;19,014426961824967;47,46467857888357
113751;19,0144351;47,4646881
116732;19,01441953290075;47,4646767852422
126142;19,0150846;47,4640371
126143;19,0150846;47,4640371
126769;19,01441953290075;47,4646767852422
129737;19,014438629569867;47,46470115651635
129760;19,014438629569867;47,46470115651635
130717;19,014467047789967;47,46472944872252
130742;19,014467047789967;47,46472944872252
130747;19,0144554;47,4647217
131746;19,014502769202053;47,46476742069316
131773;19,014502769202053;47,46476742069316
131799;19,0144901;47,4647588
132716;19,014544410047904;47,46480668016568
132748;19,014544410047904;47,46480668016568
132755;19,0145293;47,4647985
133744;19,01459192735933;47,46484990946211
133774;19,01459192735933;47,46484990946211
133794;19,0145759;47,4648428
134757;19,01464644738276;47,46490434653886
134759;19,01464644738276;47,46490434653886
134783;19,0146297;47,4648958
135755;19,01470046609698;47,464968466625685
135764;19,01470046609698;47,464968466625685
135785;19,0146823;47,4649578
136754;19,014748808974666;47,465048160079895
136763;19,014748808974666;47,465048160079895
136786;19,0147347;47,4650343
137715;19,014805202843995;47,46512915243971
137739;19,014805202843995;47,46512915243971
137759;19,0147926;47,4651165
138745;19,01487634590189;47,46521153530778
138772;19,01487634590189;47,46521153530778
138787;19,0148618;47,465201
139728;19,01496809283524;47,46529310628815
139730;19,01496809283524;47,46529310628815
139761;19,0149476;47,4652832
140724;19,015078615666326;47,46536890245237
140749;19,015078615666326;47,46536890245237
140756;19,0150517;47,4653622
141720;19,015202578394952;47,465438727356336
